#====================================================================
#
#var gq = {};
#load manzil1,7.js + manzil2,3,4.js + manzil5,6.js
#word for word translation:
#var str = ''; for (var ct = 0; ct < 4; ct++) { gq[['MANZIL1','MANZIL234','MANZIL56','MANZIL7'][ct]].slice(1).forEach(function (it) { str += it.replace(/⚓/gm, '\t').replace(/★/gm, '\r\n').replace(/.*\t(.*)\t.*\r\n/gm, '$1|').slice(0, -1) + '\r\n'; }); } console.log(str);
#load suras from tanzil.net quran-data.js QuranData.Sura
#morphological data:
#var s = 1, a = 0, w, str = ''; for (var ct = 0; ct < 4; ct++) { gq[['MANZIL1','MANZIL234','MANZIL56','MANZIL7'][ct]].slice(1).forEach(function (it) { w = 1; if (a >= suras[s][1]) { s++; a = 1; } else { a++; } str += it.replace(/⚓/gm, '\t').replace(/★/gm, '\r\n').replace(/(.*\t).*\t(.*?)\|(.*\r\n)/gm, function (m, c1, c2, c3) { return '(' + s + ':' + a + ':' + w++ + ')\t' + c1 + c2 + '\t' + c3; }); }); } console.log(str);
#
#====================================================================

LOCATION	FORM	TAG	FEATURES
(41:14:5)	bayoni	 N	LEM:bayon|ROOT:byn|GEN
(41:14:6)	>ayodiyhimo	 N	LEM:yad|ROOT:ydy|FP|NOM
(41:14:7)	wamino	 P	LEM:min
(41:14:8)	xalofihimo	 N	LEM:xalof|ROOT:xlf|M|GEN
(41:14:9)	>al~aA	 SUB	LEM:>an
(41:14:10)	taEobuduw^A@	 V	IMPF|LEM:Eabada|ROOT:Ebd|2MP|MOOD:SUBJ
(41:14:11)	<il~aA	 RES	LEM:<il~aA
(41:14:12)	{ll~aha	 PN	LEM:{ll~ah|ROOT:Alh|ACC
(41:14:13)	qaAluwA@	 V	PERF|LEM:qaAla|ROOT:qwl|3MP
(41:14:14)	lawo	 COND	LEM:law
(41:14:15)	$aA^'a	 V	PERF|LEM:$aA^'a|ROOT:$yA|3MS
(41:14:16)	rab~unaA	 N	LEM:rab~|ROOT:rbb|M|NOM
(41:14:17)	la>anzala	 V	PERF|(IV)|LEM:>anzala|ROOT:nzl|3MS
(41:14:18)	mala`^}ikapF	 N	LEM:malak|ROOT:mlk|MP|INDEF|ACC
(41:14:19)	fa<in~aA	 ACC	LEM:<in~|SP:<in~
(41:14:20)	bimaA^	 REL	LEM:maA
(41:14:21)	>urosilotum	 V	PERF|PASS|(IV)|LEM:>arosala|ROOT:rsl|2MP
(41:14:22)	bihi.	 PRON	3MS
(41:14:23)	ka`firuwna	 N	ACT|PCPL|LEM:ka`firuwn|ROOT:kfr|MP|NOM
(41:15:1)	fa>am~aA	COND	LEM:>am~aA
(41:15:2)	EaAdN	 PN	LEM:EaAd2|ROOT:Ewd|NOM
(41:15:3)	fa{sotakobaruwA@	 V	PERF|(X)|LEM:{sotakobara|ROOT:kbr|3MP
(41:15:4)	fiY	 P	LEM:fiY
(41:15:5)	{lo>aroDi	 N	LEM:>aroD|ROOT:ArD|F|GEN
(41:15:6)	bigayori	 N	LEM:gayor|ROOT:gyr|M|GEN
(41:15:7)	{loHaq~i	 N	LEM:Haq~|ROOT:Hqq|M|GEN
(41:15:8)	waqaAluwA@	 V	PERF|LEM:qaAla|ROOT:qwl|3MP
(41:15:9)	mano	 REL	LEM:man
(41:15:10)	>a$ad~u	 N	LEM:>a$ad~|ROOT:$dd|MS|NOM
(41:15:11)	min~aA	 P	LEM:min
(41:15:12)	quw~apF	 N	LEM:quw~ap|ROOT:qwy|F|INDEF|ACC
(41:15:13)	>awalamo	 NEG	LEM:lam
(41:15:14)	yarawoA@	 V	IMPF|LEM:ra'aA|ROOT:rAy|3MP|MOOD:JUS
(41:15:15)	>an~a	 ACC	LEM:>an~|SP:<in~
(41:15:16)	{ll~aha	 PN	LEM:{ll~ah|ROOT:Alh|ACC
(41:15:17)	{l~a*iY	 REL	LEM:{l~a*iY|MS
(41:15:18)	xalaqahumo	 V	PERF|LEM:xalaqa|ROOT:xlq|3MS
(41:15:19)	huwa	 PRON	3MS
(41:15:20)	>a$ad~u	 N	LEM:>a$ad~|ROOT:$dd|MS|NOM
(41:15:21)	minohumo	 P	LEM:min
(41:15:22)	quw~apF	 N	LEM:quw~ap|ROOT:qwy|F|INDEF|ACC
(41:15:23)	wakaAnuwA@	 V	PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MP
(41:15:24)	bi_#aAya`tinaA	 N	LEM:'aAyap|ROOT:Ayy|FP|GEN
(41:15:25)	yajoHaduwna	 V	IMPF|LEM:jaHadu|ROOT:jHd|3MP
(41:16:1)	fa>arosalonaA	V	PERF|(IV)|LEM:>arosala|ROOT:rsl|1P
(41:16:2)	Ealayohimo	 P	LEM:EalaY`
(41:16:3)	riyHFA	 N	LEM:riyH|ROOT:rwH|F|INDEF|ACC
(41:16:4)	SaroSarFA	 ADJ	LEM:SaroSar|ROOT:SrSr|MS|INDEF|ACC
(41:16:5)	fiY^	 P	LEM:fiY
(41:16:6)	>ay~aAmK	 N	LEM:yawom|ROOT:ywm|MP|INDEF|GEN
(41:16:7)	n~aHisaAtK	 ADJ	LEM:n~aHisaAt|ROOT:nHs|FP|INDEF|GEN
(41:16:8)	l~inu*iyqahumo	 V	IMPF|(IV)|LEM:>a*aAqa|ROOT:*wq|1P|MOOD:SUBJ
(41:16:9)	Ea*aAba	 N	LEM:Ea*aAb|ROOT:E*b|M|ACC
(41:16:10)	{loxizoYi	 N	LEM:xizoY|ROOT:xzy|M|GEN
(41:16:11)	fiY	 P	LEM:fiY
(41:16:12)	{loHayaw`pi	 N	LEM:Hayaw`p|ROOT:Hyy|F|GEN
(41:16:13)	{ld~unoyaA	 ADJ	LEM:d~unoyaA|ROOT:dnw|FS|GEN
(41:16:14)	walaEa*aAbu	 N	LEM:Ea*aAb|ROOT:E*b|M|NOM
(41:16:15)	{lo'aAxirapi	 N	LEM:A^xir|ROOT:Axr|FS|GEN
(41:16:16)	>axozaY`	 N	LEM:>axozaY`|ROOT:xzy|MS|NOM
(41:16:17)	wahumo	 PRON	3MP
(41:16:18)	laA	 NEG	LEM:laA
(41:16:19)	yunSaruwna	 V	IMPF|PASS|LEM:naSara|ROOT:nSr|3MP
(41:17:1)	wa>am~aA	COND	LEM:>am~aA
(41:17:2)	vamuwdu	 PN	LEM:vamuwd|NOM
(41:17:3)	fahadayona`humo	 V	PERF|LEM:hadaY|ROOT:hdy|1P
(41:17:4)	fa{sotaHab~uwA@	 V	PERF|(X)|LEM:{sotaHab~u|ROOT:Hbb|3MP
(41:17:5)	{loEamaY`	 N	LEM:EamFY|ROOT:Emy|M|GEN
(41:17:6)	EalaY	 P	LEM:EalaY`
(41:17:7)	{lohudaY`	 N	LEM:hudFY|ROOT:hdy|M|GEN
(41:17:8)	fa>axa*atohumo	 V	PERF|LEM:>axa*a|ROOT:Ax*|3FS
(41:17:9)	Sa`Eiqapu	 N	LEM:SaAEiqap|ROOT:SEq|FS|NOM
(41:17:10)	{loEa*aAbi	 N	LEM:Ea*aAb|ROOT:E*b|M|GEN
(41:17:11)	{lohuwni	 ADJ	LEM:huwn|ROOT:hwn|M|GEN
(41:17:12)	bimaA	 REL	LEM:maA
(41:17:13)	kaAnuwA@	 V	PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MP
(41:17:14)	yakosibuwna	 V	IMPF|LEM:kasaba|ROOT:ksb|3MP
(41:18:1)	wanaj~ayonaA	V	PERF|(II)|LEM:naj~aY`|ROOT:njw|1P
(41:18:2)	{l~a*iyna	 REL	LEM:{l~a*iY|MP
(41:18:3)	'aAmanuwA@	 V	PERF|(IV)|LEM:'aAmana|ROOT:Amn|3MP
(41:18:4)	wakaAnuwA@	 V	PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MP
(41:18:5)	yat~aquwna	 V	IMPF|(VIII)|LEM:{t~aqaY`|ROOT:wqy|3MP
(41:19:1)	wayawoma	T	LEM:yawom|ROOT:ywm|M|ACC
(41:19:2)	yuHo$aru	 V	IMPF|PASS|LEM:Ha$ara|ROOT:H$r|3MS
(41:19:3)	>aEodaA^'u	 N	LEM:Eaduw~|ROOT:Edw|MP|NOM
(41:19:4)	{ll~ahi	 PN	LEM:{ll~ah|ROOT:Alh|GEN
(41:19:5)	<ilaY	 P	LEM:<ilaY`
(41:19:6)	{ln~aAri	 N	LEM:naAr|ROOT:nwr|F|GEN
(41:19:7)	fahumo	 PRON	3MP
(41:19:8)	yuwzaEuwna	 V	IMPF|PASS|LEM:yuwzaEu|ROOT:wzE|3MP
(41:20:1)	Hat~aY`^	INC	LEM:Hat~aY`
(41:20:2)	<i*aA	 T	LEM:<i*aA
(41:20:3)	maA	 REL	LEM:maA
(41:20:4)	jaA^'uwhaA	 V	PERF|LEM:jaA^'a|ROOT:jyA|3MP
(41:20:5)	$ahida	 V	PERF|LEM:$ahida|ROOT:$hd|3MS
(41:20:6)	Ealayohimo	 P	LEM:EalaY`
(41:20:7)	samoEuhumo	 N	LEM:samoE|ROOT:smE|M|NOM
(41:20:8)	wa>aboSa`ruhumo	 N	LEM:baSar|ROOT:bSr|MP|NOM
(41:20:9)	wajuluwduhum	 N	LEM:juluwd|ROOT:jld|MP|NOM
(41:20:10)	bimaA	 REL	LEM:maA
(41:20:11)	kaAnuwA@	 V	PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MP
(41:20:12)	yaEomaluwna	 V	IMPF|LEM:Eamila|ROOT:Eml|3MP
(41:21:1)	waqaAluwA@	V	PERF|LEM:qaAla|ROOT:qwl|3MP
(41:21:2)	lijuluwdihimo	 N	LEM:juluwd|ROOT:jld|MP|GEN
(41:21:3)	lima	 INTG	LEM:maA
(41:21:4)	$ahidt~umo	 V	PERF|LEM:$ahida|ROOT:$hd|2MP
(41:21:5)	EalayonaA	 P	LEM:EalaY`
(41:21:6)	qaAluw^A@	 V	PERF|LEM:qaAla|ROOT:qwl|3MP
(41:21:7)	>anTaqanaA	 V	PERF|(IV)|LEM:>anTaqa|ROOT:nTq|3MS
(41:21:8)	{ll~ahu	 PN	LEM:{ll~ah|ROOT:Alh|NOM
(41:21:9)	{l~a*iY^	 REL	LEM:{l~a*iY|MS
(41:21:10)	>anTaqa	 V	PERF|(IV)|LEM:>anTaqa|ROOT:nTq|3MS
(41:21:11)	kul~a	 N	LEM:kul~|ROOT:kll|M|ACC
(41:21:12)	$aYo'K	 N	LEM:$aYo'|ROOT:$yA|M|INDEF|GEN
(41:21:13)	wahuwa	 PRON	3MS
(41:21:14)	xalaqakumo	 V	PERF|LEM:xalaqa|ROOT:xlq|3MS
(41:21:15)	>aw~ala	 N	LEM:>aw~al|ROOT:Awl|MS|ACC
(41:21:16)	mar~apK	 N	LEM:mar~ap|ROOT:mrr|M|INDEF|GEN
(41:21:17)	wa<ilayohi	 P	LEM:<ilaY`
(41:21:18)	turojaEuwna	 V	IMPF|PASS|LEM:rajaEa|ROOT:rjE|2MP
(41:22:1)	wamaA	NEG	LEM:maA
(41:22:2)	kuntumo	 V	PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|2MP
(41:22:3)	tasotatiruwna	 V	IMPF|(VIII)|LEM:tasotatiru|ROOT:str|2MP
(41:22:4)	>an	 SUB	LEM:>an
(41:22:5)	ya$ohada	 V	IMPF|LEM:$ahida|ROOT:$hd|3MS|MOOD:SUBJ
(41:22:6)	Ealayokumo	 P	LEM:EalaY`
(41:22:7)	samoEukumo	 N	LEM:samoE|ROOT:smE|M|NOM
(41:22:8)	walaA^	 NEG	LEM:laA
(41:22:9)	>aboSa`rukumo	 N	LEM:baSar|ROOT:bSr|MP|NOM
(41:22:10)	walaA	 NEG	LEM:laA
(41:22:11)	juluwdukumo	 N	LEM:juluwd|ROOT:jld|MP|NOM
(41:22:12)	wala`kin	 AMD	LEM:la`kin
(41:22:13)	Zanantumo	 V	PERF|LEM:Zan~a|ROOT:Znn|2MP
(41:22:14)	>an~a	 ACC	LEM:>an~|SP:<in~
(41:22:15)	{ll~aha	 PN	LEM:{ll~ah|ROOT:Alh|ACC
(41:22:16)	laA	 NEG	LEM:laA
(41:22:17)	yaEolamu	 V	IMPF|LEM:Ealima|ROOT:Elm|3MS
(41:22:18)	kaviyrFA	 N	LEM:kaviyr|ROOT:kvr|MS|INDEF|ACC
(41:22:19)	m~im~aA	 P	LEM:min
(41:22:20)	taEomaluwna	 V	IMPF|LEM:Eamila|ROOT:Eml|2MP
(41:23:1)	wa*a`likumo	DEM	LEM:*a`lik|2MP
(41:23:2)	Zan~ukumu	 N	LEM:Zan~|ROOT:Znn|M|NOM
(41:23:3)	{l~a*iY	 REL	LEM:{l~a*iY|MS
(41:23:4)	Zanantum	 V	PERF|LEM:Zan~a|ROOT:Znn|2MP
(41:23:5)	birab~ikumo	 N	LEM:rab~|ROOT:rbb|M|GEN
(41:23:6)	>arodaY`kumo	 V	PERF|(IV)|LEM:>arodaY`|ROOT:rdy|3MS
(41:23:7)	fa>aSobaHotum	 V	PERF|(IV)|LEM:>aSobaHa|ROOT:SbH|SP:kaAn|2MP
(41:23:8)	m~ina	 P	LEM:min
(41:23:9)	{loxa`siriyna	 N	ACT|PCPL|LEM:xa`siriyn|ROOT:xsr|MP|GEN
(41:24:1)	fa<in	COND	LEM:<in
(41:24:2)	yaSobiruwA@	 V	IMPF|LEM:Sabara|ROOT:Sbr|3MP|MOOD:JUS
(41:24:3)	fa{ln~aAru	 N	LEM:naAr|ROOT:nwr|F|NOM
(41:24:4)	mavowFY	 N	LEM:mavowFY|ROOT:vwy|M|INDEF|NOM
(41:24:5)	l~ahumo	 PRON	3MP
(41:24:6)	wa<in	 COND	LEM:<in
(41:24:7)	yasotaEotibuwA@	 V	IMPF|(X)|LEM:yasotaEotibu|ROOT:Etb|3MP|MOOD:JUS
(41:24:8)	famaA	 NEG	LEM:maA
(41:24:9)	hum	 PRON	3MP
(41:24:10)	m~ina	 P	LEM:min
(41:24:11)	{lomuEotabiyna	 N	PASS|PCPL|(IV)|LEM:muEotabiyn|ROOT:Etb|MP|GEN
(41:25:1)	waqay~aDonaA	V	PERF|(II)|LEM:qay~aDo|ROOT:qyD|1P
(41:25:2)	lahumo	 PRON	3MP
(41:25:3)	quranaA^'a	 N	LEM:qariyn|ROOT:qrn|MP|ACC
(41:25:4)	fazay~anuwA@	 V	PERF|(II)|LEM:zay~ana|ROOT:zyn|3MP
(41:25:5)	lahum	 PRON	3MP
(41:25:6)	m~aA	 REL	LEM:maA
(41:25:7)	bayona	 LOC	LEM:bayon|ROOT:byn|ACC
(41:25:8)	>ayodiyhimo	 N	LEM:yad|ROOT:ydy|FP|NOM
(41:25:9)	wamaA	 REL	LEM:maA
(41:25:10)	xalofahumo	 N	LEM:xalof|ROOT:xlf|M|ACC
(41:25:11)	waHaq~a	 V	PERF|LEM:Haq~a|ROOT:Hqq|3MS
(41:25:12)	Ealayohimu	 P	LEM:EalaY`
(41:25:13)	{loqawolu	 N	VN|LEM:qawol|ROOT:qwl|M|NOM
(41:25:14)	fiY^	 P	LEM:fiY
(41:25:15)	>umamK	 N	LEM:>um~ap|ROOT:Amm|FP|INDEF|GEN
(41:25:16)	qado	 CERT	LEM:qad
(41:25:17)	xalato	 V	PERF|LEM:xalaA|ROOT:xlw|3FS
(41:25:18)	min	 P	LEM:min
(41:25:19)	qabolihim	 N	LEM:qabol|ROOT:qbl|GEN
(41:25:20)	m~ina	 P	LEM:min
(41:25:21)	{lojin~i	 N	LEM:jin~|ROOT:jnn|M|GEN
(41:25:22)	wa{lo<insi	 N	LEM:<ins|ROOT:Ans|M|GEN
(41:25:23)	<in~ahumo	 ACC	LEM:<in~|SP:<in~
(41:25:24)	kaAnuwA@	 V	PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MP
(41:25:25)	xa`siriyna	 N	ACT|PCPL|LEM:xa`siriyn|ROOT:xsr|MP|ACC
(41:26:1)	waqaAla	V	PERF|LEM:qaAla|ROOT:qwl|3MS
(41:26:2)	{l~a*iyna	 REL	LEM:{l~a*iY|MP
(41:26:3)	kafaruwA@	 V	PERF|LEM:kafara|ROOT:kfr|3MP
(41:26:4)	laA	 PRO	LEM:laA
(41:26:5)	tasomaEuwA@	 V	IMPF|LEM:samiEa|ROOT:smE|2MP|MOOD:JUS
(41:26:6)	liha`*aA	 DEM	LEM:ha`*aA|MS
(41:26:7)	{loquro'aAni	 PN	LEM:quro'aAn|ROOT:qrA|M|GEN
(41:26:8)	wa{logawoA@	 V	IMPV|LEM:{loga|ROOT:lgw|2MP
(41:26:9)	fiyhi	 P	LEM:fiY
(41:26:10)	laEal~akumo	 ACC	LEM:laEal~|SP:<in~
(41:26:11)	tagolibuwna	 V	IMPF|LEM:galabu|ROOT:glb|2MP
(41:27:1)	falanu*iyqan~a	V	IMPF|(IV)|LEM:>a*aAqa|ROOT:*wq|1P
(41:27:2)	{l~a*iyna	 REL	LEM:{l~a*iY|MP
(41:27:3)	kafaruwA@	 V	PERF|LEM:kafara|ROOT:kfr|3MP
(41:27:4)	Ea*aAbFA	 N	LEM:Ea*aAb|ROOT:E*b|M|INDEF|ACC
(41:27:5)	$adiydFA	 ADJ	LEM:$adiyd|ROOT:$dd|MS|INDEF|ACC
(41:27:6)	walanajoziyan~ahumo	 V	IMPF|LEM:jazaY`|ROOT:jzy|1P
(41:27:7)	>asowa>a	 N	LEM:>asowa>|ROOT:swA|MS|ACC
(41:27:8)	{l~a*iY	 REL	LEM:{l~a*iY|MS
(41:27:9)	kaAnuwA@	 V	PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MP
(41:27:10)	yaEomaluwna	 V	IMPF|LEM:Eamila|ROOT:Eml|3MP
(41:28:1)	*a`lika	DEM	LEM:*a`lik|MS
(41:28:2)	jazaA^'u	 N	LEM:jazaA^'|ROOT:jzy|M|NOM
(41:28:3)	>aEodaA^'i	 N	LEM:Eaduw~|ROOT:Edw|MP|GEN
(41:28:4)	{ll~ahi	 PN	LEM:{ll~ah|ROOT:Alh|GEN
(41:28:5)	{ln~aAru	 N	LEM:naAr|ROOT:nwr|F|NOM
(41:28:6)	lahumo	 PRON	3MP
(41:28:7)	fiyhaA	 P	LEM:fiY
(41:28:8)	daAru	 N	LEM:daAr|ROOT:dwr|FS|NOM
(41:28:9)	{loxulodi	 N	LEM:xulod|ROOT:xld|M|GEN
(41:28:10)	jazaA^'F[	 N	LEM:jazaA^'|ROOT:jzy|M|INDEF|ACC
(41:28:11)	bimaA	 REL	LEM:maA
(41:28:12)	kaAnuwA@	 V	PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MP
(41:28:13)	bi_#aAya`tinaA	 N	LEM:'aAyap|ROOT:Ayy|FP|GEN
(41:28:14)	yajoHaduwna	 V	IMPF|LEM:jaHadu|ROOT:jHd|3MP
(41:29:1)	waqaAla	V	PERF|LEM:qaAla|ROOT:qwl|3MS
(41:29:2)	{l~a*iyna	 REL	LEM:{l~a*iY|MP
(41:29:3)	kafaruwA@	 V	PERF|LEM:kafara|ROOT:kfr|3MP
(41:29:4)	rab~anaA^	 N	LEM:rab~|ROOT:rbb|M|ACC
(41:29:5)	>arinaA	 V	IMPV|(IV)|LEM:>arayo|ROOT:rAy|2MS
(41:29:6)	{l~a*ayoni	 REL	LEM:{l~a*iY|MD
(41:29:7)	>aDal~aAnaA	 V	PERF|(IV)|LEM:>aDal~a|ROOT:Dll|3MD
(41:29:8)	mina	 P	LEM:min
(41:29:9)	{lojin~i	 N	LEM:jin~|ROOT:jnn|M|GEN
(41:29:10)	wa{lo<insi	 N	LEM:<ins|ROOT:Ans|M|GEN
(41:29:11)	najoEalohumaA	 V	IMPF|LEM:jaEala|ROOT:jEl|1P|MOOD:JUS
(41:29:12)	taHota	 N	LEM:taHot|ROOT:tHt|ACC
(41:29:13)	>aqodaAminaA	 N	LEM:qadam|ROOT:qdm|MP|GEN
(41:29:14)	liyakuwnaA	 V	IMPF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MD|MOOD:SUBJ
(41:29:15)	mina	 P	LEM:min
(41:29:16)	{lo>asofaliyna	 N	LEM:>asofal|ROOT:sfl|MP|GEN
(41:30:1)	<in~a	ACC	LEM:<in~|SP:<in~
(41:30:2)	{l~a*iyna	 REL	LEM:{l~a*iY|MP
(41:30:3)	qaAluwA@	 V	PERF|LEM:qaAla|ROOT:qwl|3MP
(41:30:4)	rab~unaA	 N	LEM:rab~|ROOT:rbb|M|NOM
(41:30:5)	{ll~ahu	 PN	LEM:{ll~ah|ROOT:Alh|NOM
(41:30:6)	vum~a	 CONJ	LEM:vum~
(41:30:7)	{sotaqa`muwA@	 V	PERF|(X)|LEM:{sotaqa`mu|ROOT:qwm|3MP
(41:30:8)	tatanaz~alu	 V	IMPF|(V)|LEM:tanaz~alato|ROOT:nzl|3FS
(41:30:9)	Ealayohimu	 P	LEM:EalaY`
(41:30:10)	{lomala`^}ikapu	 N	LEM:malak|ROOT:mlk|MP|NOM
(41:30:11)	>al~aA	 SUB	LEM:>an
(41:30:12)	taxaAfuwA@	 V	IMPF|LEM:xaAfa|ROOT:xwf|2MP|MOOD:SUBJ
(41:30:13)	walaA	 PRO	LEM:laA
(41:30:14)	taHozanuwA@	 V	IMPF|LEM:yaHozun|ROOT:Hzn|2MP|MOOD:JUS
(41:30:15)	wa>abo$iruwA@	 V	IMPV|(IV)|LEM:>abo$iru|ROOT:b$r|2MP
(41:30:16)	bi{lojan~api	 PN	LEM:jan~ap|ROOT:jnn|F|GEN
(41:30:17)	{l~atiY	 REL	LEM:{l~a*iY|FS
(41:30:18)	kuntumo	 V	PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|2MP
(41:30:19)	tuwEaduwna	 V	IMPF|PASS|LEM:waEada|ROOT:wEd|2MP
(41:31:1)	naHonu	PRON	1P
(41:31:2)	>awoliyaA^&ukumo	 N	LEM:waliY~|ROOT:wly|MP|NOM
(41:31:3)	fiY	 P	LEM:fiY
(41:31:4)	{loHayaw`pi	 N	LEM:Hayaw`p|ROOT:Hyy|F|GEN
(41:31:5)	{ld~unoyaA	 ADJ	LEM:d~unoyaA|ROOT:dnw|FS|GEN
(41:31:6)	wafiY	 P	LEM:fiY
(41:31:7)	{lo'aAxirapi	 N	LEM:A^xir|ROOT:Axr|FS|GEN
(41:31:8)	walakumo	 PRON	2MP
(41:31:9)	fiyhaA	 P	LEM:fiY
(41:31:10)	maA	 REL	LEM:maA
(41:31:11)	ta$otahiY^	 V	IMPF|(VIII)|LEM:{$otahato|ROOT:$hw|3FS
(41:31:12)	>anfusukumo	 N	LEM:nafos|ROOT:nfs|FP|NOM
(41:31:13)	walakumo	 PRON	2MP
(41:31:14)	fiyhaA	 P	LEM:fiY
(41:31:15)	maA	 REL	LEM:maA
(41:31:16)	tad~aEuwna	 V	IMPF|(VIII)|LEM:yad~aEu|ROOT:dEw|2MP
(41:32:1)	nuzulFA	N	LEM:nuzul|ROOT:nzl|INDEF|ACC
(41:32:2)	m~ino	 P	LEM:min
(41:32:3)	gafuwrK	 N	LEM:gafuwr|ROOT:gfr|MS|INDEF|GEN
(41:32:4)	r~aHiymK	 ADJ	LEM:r~aHiym|ROOT:rHm|MS|INDEF|GEN
(41:33:1)	wamano	REL	LEM:man
(41:33:2)	>aHosanu	 N	LEM:>aHosan|ROOT:Hsn|MS|NOM
(41:33:3)	qawolFA	 N	VN|LEM:qawol|ROOT:qwl|M|INDEF|ACC
(41:33:4)	m~im~an	 P	LEM:min
(41:33:5)	daEaA^	 V	PERF|LEM:daEaA|ROOT:dEw|3MS
(41:33:6)	<ilaY	 P	LEM:<ilaY`
(41:33:7)	{ll~ahi	 PN	LEM:{ll~ah|ROOT:Alh|GEN
(41:33:8)	waEamila	 V	PERF|LEM:Eamila|ROOT:Eml|3MS
(41:33:9)	Sa`liHFA	 N	ACT|PCPL|LEM:Sa`liH|ROOT:SlH|M|INDEF|ACC
(41:33:10)	waqaAla	 V	PERF|LEM:qaAla|ROOT:qwl|3MS
(41:33:11)	<in~aniY	 ACC	LEM:<in~|SP:<in~
(41:33:12)	mina	 P	LEM:min
(41:33:13)	{lomusolimiyna	 PN	ACT|PCPL|(IV)|LEM:musolim|ROOT:slm|MP|GEN
(41:34:1)	walaA	NEG	LEM:laA
(41:34:2)	tasotawiY	 V	IMPF|(VIII)|LEM:{sotawaY`^|ROOT:swy|3FS
(41:34:3)	{loHasanapu	 N	LEM:Hasanap|ROOT:Hsn|F|NOM
(41:34:4)	walaA	 NEG	LEM:laA
(41:34:5)	{ls~ay~i}apu	 N	LEM:say~i}ap|ROOT:swA|F|NOM
(41:34:6)	{dofaEo	 V	IMPV|LEM:dafaEo|ROOT:dfE|2MS
(41:34:7)	bi{l~atiY	 REL	LEM:{l~a*iY|FS
(41:34:8)	hiYa	 PRON	3FS
(41:34:9)	>aHosanu	 N	LEM:>aHosan|ROOT:Hsn|MS|NOM
(41:34:10)	fa<i*aA	 T	LEM:<i*aA
(41:34:11)	{l~a*iY	 REL	LEM:{l~a*iY|MS
(41:34:12)	bayonaka	 LOC	LEM:bayon|ROOT:byn|ACC
(41:34:13)	wabayonahu,	 LOC	LEM:bayon|ROOT:byn|ACC
(41:34:14)	Eada`wapN	 N	LEM:Eada`wap|ROOT:Edw|F|INDEF|NOM
(41:34:15)	ka>an~ahu,	 ACC	LEM:ka>an~|SP:<in~
(41:34:16)	waliY~N	 N	LEM:waliY~|ROOT:wly|M|INDEF|NOM
(41:34:17)	HamiymN	 ADJ	LEM:Hamiym|ROOT:Hmm|MS|INDEF|NOM
(41:35:1)	wamaA	NEG	LEM:maA
(41:35:2)	yulaq~aY`haA^	 V	IMPF|PASS|(II)|LEM:laq~aY`|ROOT:lqy|3MS|MOOD:SUBJ
(41:35:3)	<il~aA	 RES	LEM:<il~aA
(41:35:4)	{l~a*iyna	 REL	LEM:{l~a*iY|MP
(41:35:5)	SabaruwA@	 V	PERF|LEM:Sabara|ROOT:Sbr|3MP
(41:35:6)	wamaA	 NEG	LEM:maA
(41:35:7)	yulaq~aY`haA^	 V	IMPF|PASS|(II)|LEM:laq~aY`|ROOT:lqy|3MS|MOOD:SUBJ
(41:35:8)	<il~aA	 RES	LEM:<il~aA
(41:35:9)	*uw	 N	LEM:*uw|MS|NOM
(41:35:10)	HaZ~K	 N	LEM:HaZ~|ROOT:HZZ|M|INDEF|GEN
(41:35:11)	EaZiymK	 ADJ	LEM:EaZiym|ROOT:EZm|MS|INDEF|GEN
(41:36:1)	wa<im~aA	EXL	LEM:<im~aA
(41:36:2)	yanzagan~aka	 V	IMPF|LEM:n~azaga|ROOT:nzg|3MS
(41:36:3)	mina	 P	LEM:min
(41:36:4)	{l$~ayoTa`ni	 PN	LEM:$ayoTa`n|ROOT:$Tn|M|GEN
(41:36:5)	nazogN	 N	LEM:nazog|ROOT:nzg|M|INDEF|NOM
(41:36:6)	fa{sotaEi*o	 V	IMPV|(X)|LEM:{sotaEi*o|ROOT:Ew*|2MS
(41:36:7)	bi{ll~ahi	 PN	LEM:{ll~ah|ROOT:Alh|GEN
(41:36:8)	<in~ahu,	 ACC	LEM:<in~|SP:<in~
(41:36:9)	huwa	 PRON	3MS
(41:36:10)	{ls~amiyEu	 N	LEM:samiyE|ROOT:smE|MS|NOM
(41:36:11)	{loEaliymu	 ADJ	LEM:Ealiym|ROOT:Elm|MS|NOM
(41:37:1)	wamino	P	LEM:min
(41:37:2)	'aAya`tihi	 N	LEM:'aAyap|ROOT:Ayy|FP|GEN
(41:37:3)	{l~ayolu	 N	LEM:layol|ROOT:lyl|M|NOM
(41:37:4)	wa{ln~ahaAru	 N	LEM:nahaAr|ROOT:nhr|M|NOM
(41:37:5)	wa{l$~amosu	 N	LEM:$amos|ROOT:$ms|F|NOM
(41:37:6)	wa{loqamaru	 N	LEM:qamar|ROOT:qmr|M|NOM
